1;sol;aucun;ouvert;mur;ouvert;ouvert
2;sol;aucun;ouvert;ouvert;mur;mur
3;twist;aucun;ouvert;ouvert;herse;ouvert
4;sol;aucun;ouvert;ouvert;mur;ouvert
5;fosse;aucun;ouvert;ouvert;ouvert;ouvert
6;fosse;aucun;ouvert;mur;ouvert;ouvert
7;zonetombeau;aucun;mur;ouvert;ouvert;mur
8;zonetombeau;antimortvivant;herse;ouvert;ouvert;ouvert
9;zonetombeau;antimortvivant;mur;mur;ouvert;ouvert
10;sol;aucun;ouvert;ouvert;ouvert;mur
11;sol;aucun;ouvert;ouvert;ouvert;ouvert
12;zonetombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
13;tombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
14;zonetombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
15;sol;aucun;ouvert;mur;ouvert;ouvert
16;sol;aucun;ouvert;mur;herse;ouvert
17;zonetombeau;antimortvivant;ouvert;ouvert;ouvert;mur
18;tombeau;antimortvivant;ouvert;ouvert;ouvert;ouvert
19;zonetombeau;antimortvivant;ouvert;mur;ouvert;ouvert
20;sol;aucun;ouvert;ouvert;ouvert;mur
21;sol;aucun;herse;mur;ouvert;ouvert
22;zonetombeau;antimortvivant;ouvert;ouvert;ouvert;mur
23;zonetombeau;antimortvivant;ouvert;ouvert;mur;ouvert
24;zonetombeau;antimortvivant;ouvert;mur;ouvert;ouvert
25;sol;aucun;ouvert;ouvert;mur;torche
