1;sol;aucun;ouvert;mur;ouvert;ouvert
2;lave;aucun;ouvert;ouvert;ouvert;mur
3;twist;aucun;ouvert;ouvert;ouvert;ouvert
4;lave;aucun;ouvert;mur;ouvert;ouvert
5;armurerie;aucun;ouvert;mur;herse;mur
6;sol;aucun;ouvert;ouvert;ouvert;mur
7;lave;aucun;ouvert;ouvert;mur;ouvert
8;pontlave;brume;ouvert;ouvert;ouvert;ouvert
9;lave;aucun;ouvert;ouvert;mur;ouvert
10;sol;aucun;herse;ouvert;ouvert;ouvert
11;sol;aucun;ouvert;ouvert;pentedescendante;mur
12;sol;aucun;mur;ouvert;pentedescendante;ouvert
13;sol;aucun;ouvert;ouvert;ouvert;ouvert
14;sol;aucun;mur;ouvert;ouvert;ouvert
15;sol;aucun;ouvert;ouvert;mur;ouvert
16;eau;aucun;pentemontante;ouvert;ouvert;ouvert
17;eau;aucun;pentemontante;ouvert;ouvert;ouvert
18;eau;aucun;ouvert;ouvert;ouvert;ouvert
19;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
20;eau;aucun;mur;ouvert;ouvert;ouvert
21;sol;aucun;ouvert;ouvert;mur;ouvert
22;sol;aucun;ouvert;ouvert;ouvert;ouvert
23;sol;aucun;ouvert;cle;ouvert;ouvert
24;sol;aucun;ouvert;mur;ouvert;mur
25;sol;aucun;ouvert;ouvert;mur;mur
