1;sol;aucun;ouvert;ouvert;mur;ouvert
2;sol;aucun;ouvert;ouvert;ouvert;ouvert
3;sol;aucun;mur;mur;ouvert;ouvert
4;sol;aucun;ouvert;herse;ouvert;mur
5;sol;aucun;mur;ouvert;mur;herse
6;sol;aucun;mur;mur;mur;ouvert
7;sol;aucun;ouvert;mur;ouvert;mur
8;sol;aucun;ouvert;ouvert;mur;mur
9;sol;aucun;ouvert;ouvert;mur;ouvert
10;fosse;aucun;mur;ouvert;mur;ouvert
11;sol;aucun;mur;ouvert;ouvert;ouvert
12;fosse;aucun;ouvert;ouvert;ouvert;ouvert
13;pentacle;aucun;mur;ouvert;ouvert;ouvert
14;pentacle;aucun;mur;herse;ouvert;ouvert
15;sol;aucun;mur;ouvert;mur;herse
16;sol;aucun;ouvert;ouvert;mur;mur
17;sol;aucun;ouvert;mur;ouvert;ouvert
18;pentacle;aucun;ouvert;ouvert;herse;mur
19;pentacle;aucun;ouvert;mur;mur;ouvert
20;sol;aucun;mur;ouvert;ouvert;mur
21;twist;aucun;mur;ouvert;ouvert;ouvert
22;sol;aucun;ouvert;mur;mur;ouvert
23;sol;aucun;herse;ouvert;ouvert;mur
24;sol;aucun;mur;ouvert;ouvert;ouvert
25;sol;aucun;ouvert;mur;mur;ouvert
