1;sol;aucun;mur;ouvert;ouvert;mur
2;sol;aucun;mur;herse;ouvert;ouvert
3;sol;brume;ouvert;ouvert;ouvert;herse
4;sol;brume;mur;ouvert;ouvert;ouvert
5;fosse;aucun;ouvert;ouvert;ouvert;ouvert
6;sol;aucun;ouvert;ouvert;ouvert;mur
7;tresor;aucun;ouvert;mur;mur;ouvert
8;sol;aucun;ouvert;ouvert;ouvert;mur
9;sol;aucun;ouvert;ouvert;herse;ouvert
10;sol;aucun;ouvert;ouvert;mur;ouvert
11;sol;aucun;ouvert;mur;ouvert;herse
12;twist;aucun;mur;ouvert;ouvert;mur
13;fosse;aucun;ouvert;mur;mur;ouvert
14;sol;aucun;herse;ouvert;ouvert;mur
15;sol;aucun;mur;mur;ouvert;ouvert
16;sol;aucun;ouvert;mur;herse;mur
17;sol;aucun;ouvert;herse;ouvert;mur
18;sol;aucun;mur;ouvert;ouvert;herse
19;tresor;aucun;ouvert;ouvert;ouvert;ouvert
20;sol;aucun;ouvert;herse;ouvert;ouvert
21;sol;brume;herse;ouvert;ouvert;ouvert
22;sol;brume;ouvert;mur;ouvert;ouvert
23;sol;aucun;ouvert;ouvert;mur;mur
24;sol;aucun;ouvert;ouvert;herse;ouvert
25;sol;aucun;ouvert;mur;mur;ouvert
