1;sol;aucun;ouvert;mur;mur;ouvert
2;sol;aucun;mur;herse;ouvert;mur
3;sol;aucun;ouvert;ouvert;mur;herse
4;sol;aucun;ouvert;ouvert;mur;ouvert
5;canneaulave;aucun;ouvert;ouvert;ouvert;ouvert
6;sol;aucun;mur;ouvert;mur;ouvert
7;sol;aucun;ouvert;mur;ouvert;ouvert
8;sol;aucun;mur;ouvert;ouvert;mur
9;twist;aucun;mur;ouvert;mur;ouvert
10;pontcanneaulave;aucun;ouvert;ouvert;ouvert;ouvert
11;sol;aucun;mur;mur;ouvert;ouvert
12;sol;aucun;ouvert;ouvert;ouvert;mur
13;sol;aucun;ouvert;herse;mur;ouvert
14;sol;aucun;mur;ouvert;ouvert;herse
15;canneaulave;aucun;ouvert;ouvert;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;mur
17;fosse;aucun;ouvert;ouvert;ouvert;ouvert
18;sol;aucun;mur;ouvert;ouvert;ouvert
19;lave;aucun;ouvert;ouvert;ouvert;ouvert
20;lave;aucun;ouvert;ouvert;ouvert;ouvert
21;canneaulave;aucun;ouvert;ouvert;ouvert;ouvert
22;canneaulave;aucun;ouvert;ouvert;ouvert;ouvert
23;canneaulave;aucun;ouvert;ouvert;ouvert;ouvert
24;lave;aucun;ouvert;ouvert;ouvert;ouvert
25;lave;aucun;ouvert;ouvert;ouvert;ouvert
