1;sol;aucun;ouvert;ouvert;ouvert;ouvert
2;arbre;brume;ouvert;ouvert;ouvert;ouvert
3;crevasse;brume;ouvert;ouvert;ouvert;ouvert
4;crevasse;brume;ouvert;ouvert;ouvert;ouvert
5;sol;aucun;ouvert;mur;ouvert;ouvert
6;sol;aucun;ouvert;ouvert;ouvert;mur
7;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
8;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
9;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
10;sol;aucun;ouvert;ouvert;herse;ouvert
11;sol;brume;ouvert;ouvert;ouvert;mur
12;crevasse;brume;ouvert;ouvert;ouvert;ouvert
13;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
14;crevasse;aucun;ouvert;mur;ouvert;ouvert
15;sol;aucun;herse;mur;ouvert;mur
16;sol;aucun;ouvert;ouvert;herse;mur
17;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
18;twist;aucun;ouvert;ouvert;herse;ouvert
19;canalisation;aucun;ouvert;ouvert;ouvert;ouvert
20;sol;brume;ouvert;ouvert;ouvert;ouvert
21;sol;aucun;herse;mur;ouvert;ouvert
22;crevasse;aucun;ouvert;mur;ouvert;mur
23;tresor;aucun;herse;mur;ouvert;mur
24;crevasse;brume;ouvert;ouvert;ouvert;mur
25;sol;brume;ouvert;mur;ouvert;ouvert
