1;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
2;sol;aucun;ouvert;mur;ouvert;ouvert
3;tenebre;aucun;ouvert;mur;ouvert;mur
4;sol;aucun;ouvert;ouvert;ouvert;mur
5;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
6;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
7;sol;aucun;ouvert;mur;mur;ouvert
8;tenebre;aucun;ouvert;mur;ouvert;mur
9;sol;aucun;ouvert;ouvert;mur;mur
10;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
11;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
12;tenebre;aucun;mur;ouvert;mur;ouvert
13;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
14;tenebre;aucun;mur;ouvert;mur;ouvert
15;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;ouvert
17;sol;aucun;mur;mur;ouvert;ouvert
18;tenebre;aucun;ouvert;mur;ouvert;mur
19;sol;aucun;ouvert;ouvert;ouvert;ouvert
20;sol;aucun;mur;ouvert;ouvert;mur
21;fontaine;aucun;ouvert;ouvert;ouvert;ouvert
22;sol;aucun;ouvert;ouvert;ouvert;ouvert
23;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
24;sol;aucun;ouvert;ouvert;ouvert;ouvert
25;twist;aucun;ouvert;ouvert;ouvert;ouvert
