1;sol;aucun;ouvert;mur;ouvert;ouvert
2;fosse;aucun;ouvert;ouvert;ouvert;mur
3;sol;aucun;meurtriere;ouvert;ouvert;ouvert
4;fosse;aucun;ouvert;mur;ouvert;ouvert
5;sol;aucun;ouvert;ouvert;ouvert;mur
6;sol;aucun;ouvert;herse;ouvert;ouvert
7;sol;aucun;ouvert;ouvert;ouvert;herse
8;twist;aucun;ouvert;ouvert;ouvert;ouvert
9;sol;aucun;ouvert;herse;ouvert;ouvert
10;sol;aucun;ouvert;ouvert;ouvert;herse
11;sol;aucun;ouvert;mur;ouvert;ouvert
12;fosse;aucun;ouvert;ouvert;ouvert;mur
13;sol;aucun;ouvert;ouvert;meurtriere;ouvert
14;fosse;aucun;ouvert;mur;ouvert;ouvert
15;sol;aucun;ouvert;ouvert;ouvert;mur
16;sol;aucun;ouvert;ouvert;ouvert;mur
17;sol;aucun;ouvert;ouvert;mur;ouvert
18;sol;aucun;meurtriere;ouvert;ouvert;ouvert
19;sol;aucun;ouvert;ouvert;mur;ouvert
20;sol;aucun;ouvert;mur;ouvert;ouvert
21;sol;aucun;ouvert;ouvert;ouvert;ouvert
22;sol;aucun;mur;ouvert;mur;ouvert
23;sol;aucun;ouvert;mur;mur;ouvert
24;sol;aucun;mur;ouvert;ouvert;mur
25;sol;aucun;ouvert;meurtriere;mur;ouvert
