1;sol;brume;ouvert;herse;ouvert;ouvert
2;sol;aucun;mur;ouvert;ouvert;herse
3;pontlave;aucun;ouvert;ouvert;ouvert;ouvert
4;sol;aucun;ouvert;ouvert;mur;ouvert
5;sol;aucun;mur;mur;ouvert;ouvert
6;sol;brume;ouvert;mur;ouvert;ouvert
7;sol;aucun;ouvert;ouvert;ouvert;mur
8;lave;aucun;ouvert;mur;ouvert;ouvert
9;sol;aucun;mur;ouvert;ouvert;mur
10;sol;aucun;ouvert;ouvert;mur;ouvert
11;sol;aucun;ouvert;ouvert;ouvert;ouvert
12;lave;brume;ouvert;ouvert;ouvert;ouvert
13;lave;aucun;ouvert;ouvert;ouvert;ouvert
14;lave;aucun;ouvert;ouvert;ouvert;ouvert
15;lave;aucun;mur;ouvert;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;ouvert
17;pontlave;aucun;ouvert;ouvert;mur;ouvert
18;twist;aucun;ouvert;ouvert;ouvert;ouvert
19;sol;aucun;ouvert;mur;herse;ouvert
20;lave;aucun;ouvert;ouvert;ouvert;mur
21;fosse;aucun;ouvert;ouvert;ouvert;mur
22;sol;aucun;mur;ouvert;ouvert;ouvert
23;sol;aucun;ouvert;mur;mur;ouvert
24;sol;aucun;herse;ouvert;ouvert;mur
25;pontlave;aucun;ouvert;ouvert;ouvert;ouvert
