1;sol;aucun;pentemontante;mur;ouvert;pentemontante
2;fosse;aucun;mur;ouvert;ouvert;mur
3;sol;aucun;ouvert;mur;mur;ouvert
4;sol;aucun;ouvert;ouvert;herse;mur
5;sol;aucun;ouvert;ouvert;mur;ouvert
6;sol;aucun;ouvert;pentedescendante;mur;ouvert
7;sol;aucun;ouvert;ouvert;pentemontante;pentemontante
8;sol;aucun;mur;ouvert;ouvert;ouvert
9;sol;aucun;herse;ouvert;mur;ouvert
10;fosse;aucun;mur;pentedescendante;ouvert;ouvert
11;sol;aucun;mur;ouvert;ouvert;herse
12;sol;aucun;pentedescendante;mur;ouvert;ouvert
13;twist;aucun;ouvert;ouvert;mur;mur
14;sol;aucun;mur;mur;ouvert;ouvert
15;sol;aucun;ouvert;pentedescendante;ouvert;mur
16;armurerie;aucun;ouvert;ouvert;mur;mur
17;sol;aucun;ouvert;herse;pentedescendante;ouvert
18;escalier;aucun;mur;ouvert;mur;herse
19;sol;aucun;ouvert;herse;mur;ouvert
20;sol;aucun;ouvert;ouvert;ouvert;herse
21;sol;aucun;mur;ouvert;ouvert;ouvert
22;sol;aucun;pentemontante;ouvert;pentedescendante;ouvert
23;chuttepierre;aucun;mur;ouvert;mur;ouvert
24;sol;aucun;mur;ouvert;mur;ouvert
25;sol;aucun;ouvert;pentedescendante;ouvert;ouvert
