1;sol;aucun;ouvert;ouvert;ouvert;ouvert
2;twist;aucun;mur;mur;ouvert;ouvert
3;sol;aucun;ouvert;ouvert;mur;mur
4;sol;aucun;ouvert;ouvert;ouvert;ouvert
5;sol;mirroir_ne;mur;mur;ouvert;ouvert
6;sol;aucun;ouvert;ouvert;ouvert;meurtriere
7;sol;aucun;ouvert;ouvert;ouvert;ouvert
8;eau;aucun;mur;ouvert;mur;ouvert
9;eau;aucun;ouvert;ouvert;ouvert;ouvert
10;eau;aucun;ouvert;ouvert;ouvert;ouvert
11;sol;aucun;ouvert;mur;ouvert;ouvert
12;sol;aucun;ouvert;ouvert;meurtriere;mur
13;sol;mirroir_ne;mur;mur;ouvert;ouvert
14;fontaine;aucun;ouvert;ouvert;ouvert;mur
15;sol;aucun;ouvert;ouvert;ouvert;ouvert
16;eau;aucun;ouvert;ouvert;mur;ouvert
17;eau;aucun;meurtriere;ouvert;ouvert;ouvert
18;eau;aucun;ouvert;ouvert;ouvert;ouvert
19;sol;aucun;ouvert;ouvert;mur;ouvert
20;sol;mirroir_se;ouvert;mur;mur;ouvert
21;sol;aucun;torche;ouvert;ouvert;ouvert
22;sol;mirroir_se;ouvert;mur;mur;ouvert
23;sol;mirroir_so;ouvert;ouvert;mur;mur
24;sol;aucun;mur;ouvert;ouvert;ouvert
25;sol;aucun;mur;ouvert;mur;ouvert
