1;sol;aucun;ouvert;mur;ouvert;mur
2;sol;aucun;mur;ouvert;ouvert;mur
3;fosse;aucun;mur;ouvert;ouvert;ouvert
4;sol;aucun;ouvert;mur;mur;ouvert
5;sol;aucun;ouvert;mur;ouvert;mur
6;sol;aucun;ouvert;mur;mur;ouvert
7;sol;aucun;ouvert;mur;ouvert;mur
8;sol;aucun;ouvert;mur;ouvert;mur
9;twist;aucun;mur;ouvert;ouvert;mur
10;sol;aucun;ouvert;mur;mur;ouvert
11;sol;aucun;mur;ouvert;mur;ouvert
12;sol;aucun;ouvert;mur;ouvert;ouvert
13;sol;aucun;ouvert;ouvert;ouvert;mur
14;sol;aucun;ouvert;ouvert;mur;ouvert
15;sol;aucun;mur;mur;ouvert;ouvert
16;sol;aucun;mur;mur;ouvert;ouvert
17;sol;aucun;ouvert;mur;ouvert;mur
18;sol;aucun;ouvert;ouvert;mur;mur
19;sol;aucun;mur;mur;ouvert;ouvert
20;fosse;aucun;ouvert;ouvert;ouvert;mur
21;sol;aucun;ouvert;ouvert;mur;mur
22;sol;aucun;ouvert;ouvert;mur;ouvert
23;sol;aucun;mur;ouvert;mur;ouvert
24;sol;aucun;ouvert;mur;ouvert;ouvert
25;sol;aucun;ouvert;ouvert;ouvert;mur
