1;sol;aucun;ouvert;ouvert;ouvert;mur
2;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
3;sol;aucun;mur;ouvert;ouvert;ouvert
4;fosse;aucun;ouvert;ouvert;ouvert;ouvert
5;sol;aucun;ouvert;mur;ouvert;ouvert
6;sol;aucun;ouvert;meurtriere;ouvert;ouvert
7;eau;aucun;ouvert;ouvert;passagesecret;meurtriere
8;eau;aucun;ouvert;ouvert;ouvert;ouvert
9;eau;aucun;ouvert;ouvert;ouvert;ouvert
10;sol;aucun;ouvert;torche;ouvert;ouvert
11;fosse;aucun;ouvert;ouvert;ouvert;ouvert
12;sol;aucun;passagesecret;ouvert;ouvert;ouvert
13;twist;aucun;ouvert;ouvert;meurtriere;ouvert
14;eau;aucun;ouvert;herse;ouvert;ouvert
15;sol;aucun;ouvert;herse;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;ouvert
17;arbre;aucun;ouvert;ouvert;ouvert;ouvert
18;sol;aucun;meurtriere;ouvert;ouvert;ouvert
19;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
20;sol;aucun;ouvert;mur;ouvert;ouvert
21;lianes;aucun;ouvert;ouvert;ouvert;passagesecret
22;sol;aucun;ouvert;ouvert;meurtriere;ouvert
23;sol;aucun;ouvert;ouvert;mur;ouvert
24;eau;aucun;ouvert;ouvert;ouvert;ouvert
25;fosse;aucun;ouvert;ouvert;ouvert;ouvert
