1;sol;aucun;ouvert;mur;ouvert;ouvert
2;sol;aucun;mur;ouvert;ouvert;mur
3;sol;aucun;ouvert;ouvert;mur;ouvert
4;sol;aucun;mur;mur;ouvert;ouvert
5;sol;aucun;mur;ouvert;ouvert;mur
6;sol;aucun;ouvert;ouvert;herse;mur
7;sol;aucun;ouvert;ouvert;mur;ouvert
8;chuttepierre;aucun;mur;ouvert;ouvert;ouvert
9;sol;aucun;ouvert;ouvert;pentemontante;ouvert
10;sol;aucun;ouvert;mur;pentemontante;ouvert
11;sol;aucun;herse;ouvert;pentedescendante;ouvert
12;sol;aucun;mur;ouvert;pentedescendante;ouvert
13;twist;aucun;ouvert;ouvert;ouvert;ouvert
14;sol;aucun;pentedescendante;ouvert;mur;ouvert
15;sol;aucun;pentedescendante;ouvert;herse;ouvert
16;sol;aucun;pentemontante;pentemontante;ouvert;mur
17;sol;aucun;pentemontante;ouvert;ouvert;pentedescendante
18;fosse;aucun;ouvert;ouvert;ouvert;ouvert
19;sol;aucun;mur;ouvert;pentedescendante;ouvert
20;sol;aucun;herse;mur;pentedescendante;ouvert
21;sol;aucun;ouvert;herse;ouvert;ouvert
22;sol;aucun;ouvert;ouvert;mur;herse
23;sol;aucun;ouvert;ouvert;mur;ouvert
24;sol;aucun;pentemontante;ouvert;ouvert;ouvert
25;sol;aucun;pentemontante;pentedescendante;ouvert;ouvert
