1;fosse;aucun;ouvert;ouvert;mur;ouvert
2;sol;aucun;ouvert;ouvert;ouvert;ouvert
3;sol;aucun;mur;ouvert;ouvert;ouvert
4;sol;aucun;mur;mur;ouvert;ouvert
5;fosse;aucun;ouvert;ouvert;mur;mur
6;twist;aucun;mur;ouvert;mur;ouvert
7;sol;aucun;ouvert;mur;herse;ouvert
8;sol;aucun;ouvert;ouvert;herse;mur
9;chuttepierre;aucun;ouvert;ouvert;mur;ouvert
10;sol;aucun;mur;mur;ouvert;ouvert
11;sol;aucun;mur;ouvert;ouvert;ouvert
12;sol;aucun;herse;ouvert;ouvert;ouvert
13;sol;aucun;herse;ouvert;ouvert;ouvert
14;sol;aucun;mur;mur;mur;ouvert
15;sol;aucun;ouvert;mur;mur;mur
16;sol;aucun;ouvert;ouvert;ouvert;mur
17;fontaine;aucun;ouvert;ouvert;ouvert;ouvert
18;sol;aucun;ouvert;mur;ouvert;ouvert
19;sol;aucun;mur;ouvert;ouvert;mur
20;sol;aucun;ouvert;ouvert;ouvert;ouvert
21;fosse;aucun;ouvert;ouvert;ouvert;ouvert
22;sol;aucun;ouvert;ouvert;mur;ouvert
23;sol;aucun;ouvert;mur;ouvert;ouvert
24;sol;aucun;ouvert;mur;ouvert;mur
25;fosse;aucun;ouvert;ouvert;ouvert;mur
