1;sol;aucun;ouvert;herse;ouvert;ouvert
2;sol;aucun;mur;ouvert;passagesecret;herse
3;sol;aucun;ouvert;ouvert;ouvert;ouvert
4;sol;aucun;ouvert;ouvert;meurtriere;ouvert
5;sol;aucun;mur;ouvert;herse;ouvert
6;sol;aucun;ouvert;mur;passagesecret;ouvert
7;tenebre;aucun;passagesecret;ouvert;ouvert;mur
8;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
9;tenebre;aucun;meurtriere;mur;ouvert;ouvert
10;sol;aucun;herse;herse;ouvert;herse
11;sol;aucun;passagesecret;ouvert;ouvert;mur
12;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
13;twist;aucun;ouvert;ouvert;ouvert;ouvert
14;tenebre;aucun;ouvert;passagesecret;ouvert;ouvert
15;sol;aucun;ouvert;ouvert;ouvert;passagesecret
16;sol;aucun;ouvert;mur;ouvert;ouvert
17;tenebre;aucun;ouvert;ouvert;passagesecret;mur
18;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
19;tenebre;aucun;ouvert;mur;meurtriere;ouvert
20;sol;aucun;ouvert;ouvert;ouvert;mur
21;lianes;aucun;ouvert;ouvert;ouvert;herse
22;sol;aucun;passagesecret;ouvert;mur;ouvert
23;tenebre;aucun;ouvert;ouvert;ouvert;ouvert
24;sol;aucun;meurtriere;ouvert;ouvert;ouvert
25;fosse;aucun;ouvert;ouvert;ouvert;ouvert
