1;sol;aucun;mur;ouvert;ouvert;mur
2;lave;aucun;ouvert;mur;ouvert;ouvert
3;sol;brume;ouvert;ouvert;ouvert;mur
4;ponteau;aucun;ouvert;ouvert;ouvert;ouvert
5;sol;aucun;mur;ouvert;ouvert;ouvert
6;sol;aucun;ouvert;ouvert;ouvert;ouvert
7;lave;aucun;ouvert;mur;ouvert;ouvert
8;sol;aucun;ouvert;mur;herse;mur
9;eau;aucun;ouvert;ouvert;ouvert;mur
10;sol;brume;ouvert;mur;ouvert;ouvert
11;sol;aucun;ouvert;ouvert;ouvert;mur
12;pontlave;aucun;ouvert;ouvert;ouvert;ouvert
13;twist;aucun;herse;ouvert;herse;ouvert
14;eau;aucun;ouvert;ouvert;ouvert;ouvert
15;sol;aucun;ouvert;mur;ouvert;ouvert
16;sol;aucun;ouvert;ouvert;ouvert;ouvert
17;lave;aucun;ouvert;mur;ouvert;ouvert
18;sol;aucun;herse;mur;ouvert;mur
19;eau;aucun;ouvert;ouvert;ouvert;mur
20;sol;aucun;ouvert;ouvert;ouvert;ouvert
21;sol;brume;ouvert;ouvert;mur;ouvert
22;lave;aucun;ouvert;ouvert;ouvert;ouvert
23;sol;aucun;ouvert;pentedescendante;ouvert;ouvert
24;eau;aucun;ouvert;ouvert;ouvert;pentemontante
25;sol;aucun;ouvert;ouvert;mur;ouvert
